-1.780021,.476645,-.7904403,-.363336,.3108815,-.3488981,-.9989121,-.6567873,-.7907122,-.4963764,-.5075312,-.3138836
.7009367,-.6048681,-.95543,-.7693461,-.3981247,-.4520552,.8196238,.8778973,.1751478,-.2398156,-.4155847,.3520752
2.373426,-1.697067,-.1301555,-.3909941,.1462845,-.481817,.7529984,-.5688716,1.447257,.2934153,-.4540677,.40706
.1493158,.1396363,1.75153,2.140945,-.1893516,-.3138441,.5730547,-.2915676,-.1165421,-.1742114,-.5668406,.2600437
-.5985864,-1.83764,.6751985,-.1438816,-.2460866,-.2009742,-.0623953,-.1024624,-.4222899,.3664454,-1.007215,-.6030737
1.466879,-.2235039,-.2919945,-.6826892,-.6206177,.082265,.5045174,.0904154,.4868769,2.202109,.3029841,-.7648277
-.0952449,-.9258073,-.5869599,.8485556,.7651612,-.567276,.8638372,-.1525859,1.036737,-1.173567,.5039368,.6031902
-1.456934,-1.599888,-.0311275,-.0763939,-.0471572,-1.133888,.3753714,-.7449076,-.1861007,.2462619,.039897,-.1041958
-.5084801,-.3269256,.1015151,-.1157033,-.0521374,.2397864,-.826082,.2343741,-1.345222,-.2018914,-1.533323,-1.093822
1.120311,.0255099,-.191221,-1.123815,.9126673,-.5819805,-.1407573,-.2550445,.2852636,.6838551,.2202829,-.3961495
1.816505,-.8722278,-1.101876,-2.284629,-.7050325,-.9586946,-.5120381,-1.0116,-.213548,-.1005607,-.4988594,-.5197804
-1.36173,-.2468196,-.4059243,.322768,-.3837933,-.3136714,-.9810998,-.5178977,-1.327171,.4346701,-1.47165,-2.223784
1.345606,-.111747,-1.357308,-.3047351,-.8729344,-1.152648,-.5075179,.139274,.0074682,-.8384733,-.3900125,-.0681536
.9088286,-.8614449,-.167471,-.2908931,-.1436789,-.0894078,.3111883,.4711888,-.1234672,1.123526,-.7602469,-1.112077
.7127136,.4019466,.497611,.6209437,-.4392984,-.3797352,.2665741,-.2957346,1.621586,-.5324448,.9221498,.6272686
-.8771418,.7053579,-.446131,.789894,1.301831,.0989484,-.5955518,-.0981625,.2627465,-.3553698,1.214683,1.339196
1.243427,-.1293421,-.9503891,.2824059,-1.418918,-.9806948,-.9956636,-1.562768,-2.094704,-1.604821,-2.468432,-.4687459
-2.089018,-.4172909,1.569579,.8513219,.5768167,.8840849,.1007681,-.1835484,.1803133,1.041975,-1.225521,-.1746126
1.699625,-.0283493,-.6057445,-.875446,-1.213055,-1.223398,-.2866628,-1.967285,-.2228813,-1.433107,-.4254879,1.291131
-.3370208,1.340055,1.333823,1.22636,1.497532,1.279322,1.493708,1.476894,1.455498,.7054737,1.899767,.3717919
-.7604221,1.183647,.0658748,.2967852,.7936526,.2700116,.0029567,.3366162,.4125528,.3510247,1.062105,.88037
.6982169,-.3396308,.9563141,-.7657275,1.080164,1.576966,1.469327,1.436446,2.618851,.9709126,.3947988,1.53811
-.0893141,-.3798783,-.6762011,.1404684,-.921704,-.3011194,-.8765556,-.8731384,-.1465615,.9156509,-.5553192,-.9931664
.7446314,.3744937,-.6868509,.026195,-.1375921,.1216785,.1125835,-.4844144,-.0647465,1.352773,.9829078,-1.592235
1.173733,-1.713474,-2.714401,-1.97223,-3.031642,-2.810245,-2.203707,-2.028295,-1.897242,-1.738755,-.9235368,-.9004735
1.732555,-.8092384,-.9305323,-1.247684,-1.256999,-1.909935,-.5541283,-1.22433,.4559503,.1364602,.3448809,.2884197
-.130274,-1.358043,-.4830956,-.6266574,-1.975131,-.3387601,-2.551757,-.4841011,-.3140967,-1.200915,.1259062,.9169033
-.6279855,.4469964,-.2755231,1.033888,-.3121053,-.8207383,-.6399639,-.4364006,.3014924,.1574518,.2707277,.5417004
1.395589,.8673567,.3398084,.328474,-.293026,.9887384,.6417817,1.261939,-.2370748,1.35171,.003183,.0572178
-.6499267,2.068366,.8686907,.0520293,.655021,1.194811,1.271432,1.456473,.541855,.6946487,.983124,1.969115
-.7352699,1.297151,.3026067,-.1254842,-1.256463,-.7823664,-1.377584,-.8633338,.8727378,.1072832,1.493565,.0743676
1.060358,.3259393,-.6188247,-1.188487,-1.528806,.3305861,-.825016,-.0269256,-.7142818,-.6815271,-.8798584,.6145261
-.1762792,.4691135,.9172794,1.015023,.5994688,-.0803259,-.0902806,-.7619422,-1.858579,.0526668,-2.833313,-1.897574
1.892936,-1.358959,-2.461535,-2.862077,-2.613436,-3.283887,-2.580801,-3.136098,-1.271571,-.5096074,-1.753058,-2.139575
-1.931677,.9744982,.4836301,.3032961,.4219856,.1133266,.7215111,.5830274,.2989872,.4082779,-.0163277,.1832665
-1.765606,-.9100118,-.5649571,-.8077284,-1.241671,-1.160437,-.9764897,-2.01005,-.8942353,-.2974368,-.3307332,.7368474
-.3412802,1.792701,.9356208,-.0149757,-.1306034,.9262684,1.34294,.7652137,1.06092,.2813689,.7488235,-.1144222
-.6548356,-.6533484,1.969174,-.0561116,.2292144,1.591762,1.410764,1.19568,1.979164,-.2362776,1.792357,.880551
-.8728039,.0473606,-.8353133,.8749257,-.027883,.832278,.2836057,1.454828,.2792732,-1.426481,.189342,.8891873
-.6288615,.5073901,.2278988,-.1890261,.4445018,1.496571,1.254369,1.25622,-.2337454,-.1216628,-.423791,-1.266513
-.609139,-.6003702,-.8962047,-.8997334,-1.510921,-2.037631,-2.670092,-1.592148,-1.016219,1.248463,-1.707646,-1.253047
-.0194569,-.1374157,1.238847,1.086124,.4793753,.4724268,.8552086,-.168575,1.418544,.4408824,3.011592,1.423683
-.2344373,.2424584,-.9919011,-.225786,-.7472202,-.7990476,-2.242949,-1.296371,.0450449,.9866411,.5341762,.7294286
-.9748979,-.0571062,-.1828356,.2335346,-.7766895,-1.197384,-1.778593,-1.073805,-.7736377,-.0763938,-.4140953,-.6459774
.8405162,-.6241646,-.875569,-1.400562,-1.10702,.0844619,-.2482886,.4508558,-1.616346,-.7985026,-.2352734,-.5927586
-.9379671,.574538,.6317872,.3432305,1.014976,-.0447245,.3708429,-.3791845,-1.527247,-.1353141,-.5743054,-.8419322
-.1269008,-.4399999,-.9235039,.1596679,.483318,.2676356,-.2938355,.898642,.7318634,-1.45528,.2910257,1.57914
-.6668849,1.096991,.5842996,1.08711,1.078889,.7628061,1.247045,1.128812,.9711668,.435681,1.288682,.396733
-1.259883,.4595829,.6124931,1.522144,.9837071,1.235279,2.325857,1.140878,1.529264,.2768455,.0707507,.8242427
-1.585531,.8747093,1.221946,-.2034079,.213601,1.134511,1.17072,1.093758,.6868947,-.5296719,1.096951,1.033471
.4190606,-1.564796,-1.476689,-1.186975,-1.337687,-1.42927,-1.2214,-.7795939,.5639946,-1.193786,1.69133,.7204308
-1.472708,-.3381307,-.1902999,-.8229802,-.7055827,-.1978733,-1.090359,.1118181,.5475866,-.9907787,-.0018251,-.1372803
1.142041,-.8086724,1.083419,.1856713,.3885044,.9223515,.3122707,.4103091,.4200402,-.0630569,-.4928288,-.111064
.4279761,1.192069,.7990574,1.022768,.3604052,1.436052,.3419206,.7769113,.4692285,-.2656925,.9173414,.751321
.6575298,-1.531393,-1.22462,-.4156193,-1.299782,-1.07264,-.6955839,-.6446322,-.1804298,.017086,-.0610548,-1.258611
1.172516,-.313758,-1.008194,-.2205012,-1.570198,-1.038156,-1.042559,.2966294,1.20873,.7473268,.8190776,-.3435212
-.5339712,1.104484,.4803831,.0430333,-.2308628,1.508704,.1447992,.5708407,-.4530589,-1.349622,-.0285389,.408303
-1.753519,1.705435,2.115953,-.101749,1.207518,2.338211,1.735244,1.599764,1.406372,1.859179,1.303003,-.9573537
-1.899766,2.612034,1.867796,2.194281,1.03668,1.788118,1.235431,1.223874,1.280981,.0984471,.9491538,.6762552
-.3812595,-.6576661,.3063231,-.138328,-1.839717,.0543327,.2782085,-.4803398,-1.367006,-.8720816,-1.622956,-.3642075
.2625733,-.7016992,-1.074759,-.9505123,-.2201101,-.479506,-.9278718,-.0735594,-.5557656,.1778966,-1.099779,-1.174298
-.1160122,-.1612969,-.304784,-.0913079,.2261944,-.0643758,.0352363,-.0095231,.8677933,1.235122,.5975158,-.1059194
.3939314,-.0072843,-.9352153,-1.047388,-.8718142,-.2049333,-.1644375,.2998165,1.23607,-.5359543,.5816749,1.128857
.7671915,-1.334981,.3621701,-1.132601,-.2130781,.2623318,.187513,.4600026,-.7244153,-1.109042,-.2210587,.7089716
-.0656718,.4749889,1.057579,.4255994,.8208424,1.396686,.9495501,1.397285,1.050176,1.187979,1.021083,.7448441
-.0631949,.7599782,1.00065,.7128357,.5491164,.7029827,.5209193,.7002407,.1014635,.2451854,-.5936024,-1.426674
1.480087,-.2886391,-.5012004,-.0033403,1.126816,-1.168074,-.6091945,-.3671847,-.8190607,.1272567,-.3830786,-1.132651
.0135289,.418869,.4299402,.8658644,.208782,.5855574,.5061427,.3883934,.6160249,-1.650917,-.4474294,1.073254
-.0844523,-.9293329,-.4499235,.8601722,-.4014016,-1.904973,-.8523974,-1.703384,-.2471507,.3878974,-.5747098,.0250555
1.904811,-.0850903,-1.714147,-1.431579,-1.954891,-1.110869,-1.222744,-.8774477,-1.603001,-.7602354,-.3511426,-.0753556
.3598362,.2329291,1.149778,2.136119,.8176872,.6635933,-.0493621,.6082563,-.21034,.7449649,-.3538394,-.9054876
-2.573079,1.557677,.8767205,1.109667,.57954,1.499935,.7811078,.9705445,.852743,1.247893,.4304522,.0504548
-.8332683,.6240436,.8869148,.7034323,.7863528,.4259732,2.416405,.4069674,1.697749,-.411686,.1329057,1.100538
